reaction,species,species_type,compartment,mass,role,stoich
R_CYTP450Rh,G_R_CYTP450Rh_protein_M_cytP450o_h,G_R_CYTP450Rh_protein_M_cytP450o_h,h,0,substrate,1
R_CYTP450Rh,G_R_CYTP450Rh_protein_M_cytP450r_h,G_R_CYTP450Rh_protein_M_cytP450r_h,h,2.01588,product,1
R_CYTP450R,G_R_CYTP450R_protein_M_cytP450o_c,G_R_CYTP450R_protein_M_cytP450o_c,c,0,substrate,1
R_CYTP450R,G_R_CYTP450R_protein_M_cytP450r_c,G_R_CYTP450R_protein_M_cytP450r_c,c,2.01588,product,1
R_CY_focytb5_LPAREN_c_RPAREN_,G_R_CY_focytb5_LPAREN_c_RPAREN__protein_M_ficytb5_c,G_R_CY_focytb5_LPAREN_c_RPAREN__protein_M_ficytb5_c,c,0,substrate,1
R_CY_focytb5_LPAREN_c_RPAREN_,G_R_CY_focytb5_LPAREN_c_RPAREN__protein_M_focytb5_c,G_R_CY_focytb5_LPAREN_c_RPAREN__protein_M_focytb5_c,c,0,product,1
R_CY_focytc_LPAREN_h_RPAREN_,G_R_CY_focytc_LPAREN_h_RPAREN__protein_M_focytc_h,G_R_CY_focytc_LPAREN_h_RPAREN__protein_M_focytc_h,h,908.81988,product,1
R_DAOTO,G_R_DAOTO_protein_M_trdox_c,G_R_DAOTO_protein_M_trdox_c,c,189.25732,product,1
R_DAOTO,G_R_DAOTO_protein_M_trdrd_c,G_R_DAOTO_protein_M_trdrd_c,c,191.2732,substrate,1
R_DCDT,G_R_DCDT_protein_M_trdox_c,G_R_DCDT_protein_M_trdox_c,c,189.25732,product,1
R_DCDT,G_R_DCDT_protein_M_trdrd_c,G_R_DCDT_protein_M_trdrd_c,c,191.2732,substrate,1
R_DCTT,G_R_DCTT_protein_M_trdox_c,G_R_DCTT_protein_M_trdox_c,c,189.25732,product,1
R_DCTT,G_R_DCTT_protein_M_trdrd_c,G_R_DCTT_protein_M_trdrd_c,c,191.2732,substrate,1
R_DGDGD4DS1819Z1634Z7Z10Z,G_R_DGDGD4DS1819Z1634Z7Z10Z_protein_M_fdxox_h,G_R_DGDGD4DS1819Z1634Z7Z10Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGD4DS1819Z1634Z7Z10Z,G_R_DGDGD4DS1819Z1634Z7Z10Z_protein_M_fdxrd_h,G_R_DGDGD4DS1819Z1634Z7Z10Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGD4DS1829Z12Z1634Z7Z10Z,G_R_DGDGD4DS1829Z12Z1634Z7Z10Z_protein_M_fdxox_h,G_R_DGDGD4DS1829Z12Z1634Z7Z10Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGD4DS1829Z12Z1634Z7Z10Z,G_R_DGDGD4DS1829Z12Z1634Z7Z10Z_protein_M_fdxrd_h,G_R_DGDGD4DS1829Z12Z1634Z7Z10Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGD4DS1839Z12Z15Z1634Z7Z10Z,G_R_DGDGD4DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxox_h,G_R_DGDGD4DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGD4DS1839Z12Z15Z1634Z7Z10Z,G_R_DGDGD4DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxrd_h,G_R_DGDGD4DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,G_R_DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxox_h,G_R_DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,G_R_DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxrd_h,G_R_DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGD7DS1819Z1617Z,G_R_DGDGD7DS1819Z1617Z_protein_M_fdxox_h,G_R_DGDGD7DS1819Z1617Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGD7DS1819Z1617Z,G_R_DGDGD7DS1819Z1617Z_protein_M_fdxrd_h,G_R_DGDGD7DS1819Z1617Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGD7DS1829Z12Z1617Z,G_R_DGDGD7DS1829Z12Z1617Z_protein_M_fdxox_h,G_R_DGDGD7DS1829Z12Z1617Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGD7DS1829Z12Z1617Z,G_R_DGDGD7DS1829Z12Z1617Z_protein_M_fdxrd_h,G_R_DGDGD7DS1829Z12Z1617Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1819Z1637Z10Z13Z,G_R_DGDGW3DS1819Z1637Z10Z13Z_protein_M_fdxox_h,G_R_DGDGW3DS1819Z1637Z10Z13Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1819Z1637Z10Z13Z,G_R_DGDGW3DS1819Z1637Z10Z13Z_protein_M_fdxrd_h,G_R_DGDGW3DS1819Z1637Z10Z13Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1829Z12Z1637Z10Z13Z,G_R_DGDGW3DS1829Z12Z1637Z10Z13Z_protein_M_fdxox_h,G_R_DGDGW3DS1829Z12Z1637Z10Z13Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1829Z12Z1637Z10Z13Z,G_R_DGDGW3DS1829Z12Z1637Z10Z13Z_protein_M_fdxrd_h,G_R_DGDGW3DS1829Z12Z1637Z10Z13Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1839Z12Z15Z160,G_R_DGDGW3DS1839Z12Z15Z160_protein_M_fdxox_h,G_R_DGDGW3DS1839Z12Z15Z160_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1839Z12Z15Z160,G_R_DGDGW3DS1839Z12Z15Z160_protein_M_fdxrd_h,G_R_DGDGW3DS1839Z12Z15Z160_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1839Z12Z15Z1627Z10Z,G_R_DGDGW3DS1839Z12Z15Z1627Z10Z_protein_M_fdxox_h,G_R_DGDGW3DS1839Z12Z15Z1627Z10Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1839Z12Z15Z1627Z10Z,G_R_DGDGW3DS1839Z12Z15Z1627Z10Z_protein_M_fdxrd_h,G_R_DGDGW3DS1839Z12Z15Z1627Z10Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1839Z12Z15Z1634Z7Z10Z,G_R_DGDGW3DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxox_h,G_R_DGDGW3DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1839Z12Z15Z1634Z7Z10Z,G_R_DGDGW3DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxrd_h,G_R_DGDGW3DS1839Z12Z15Z1634Z7Z10Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z1_protein_M_fdxox_h,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z1_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z1_protein_M_fdxrd_h,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z1_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z2_protein_M_fdxox_h,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z2_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z2_protein_M_fdxrd_h,G_R_DGDGW3DS1839Z12Z15Z1637Z10Z13Z2_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,G_R_DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxox_h,G_R_DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,G_R_DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxrd_h,G_R_DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1819Z1627Z10Z,G_R_DGDGW6DS1819Z1627Z10Z_protein_M_fdxox_h,G_R_DGDGW6DS1819Z1627Z10Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1819Z1627Z10Z,G_R_DGDGW6DS1819Z1627Z10Z_protein_M_fdxrd_h,G_R_DGDGW6DS1819Z1627Z10Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1829Z12Z160,G_R_DGDGW6DS1829Z12Z160_protein_M_fdxox_h,G_R_DGDGW6DS1829Z12Z160_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1829Z12Z160,G_R_DGDGW6DS1829Z12Z160_protein_M_fdxrd_h,G_R_DGDGW6DS1829Z12Z160_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1829Z12Z1617Z,G_R_DGDGW6DS1829Z12Z1617Z_protein_M_fdxox_h,G_R_DGDGW6DS1829Z12Z1617Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1829Z12Z1617Z,G_R_DGDGW6DS1829Z12Z1617Z_protein_M_fdxrd_h,G_R_DGDGW6DS1829Z12Z1617Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1829Z12Z1619Z,G_R_DGDGW6DS1829Z12Z1619Z_protein_M_fdxox_h,G_R_DGDGW6DS1829Z12Z1619Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1829Z12Z1619Z,G_R_DGDGW6DS1829Z12Z1619Z_protein_M_fdxrd_h,G_R_DGDGW6DS1829Z12Z1619Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1829Z12Z1627Z10Z1,G_R_DGDGW6DS1829Z12Z1627Z10Z1_protein_M_fdxox_h,G_R_DGDGW6DS1829Z12Z1627Z10Z1_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1829Z12Z1627Z10Z1,G_R_DGDGW6DS1829Z12Z1627Z10Z1_protein_M_fdxrd_h,G_R_DGDGW6DS1829Z12Z1627Z10Z1_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1829Z12Z1627Z10Z2,G_R_DGDGW6DS1829Z12Z1627Z10Z2_protein_M_fdxox_h,G_R_DGDGW6DS1829Z12Z1627Z10Z2_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1829Z12Z1627Z10Z2,G_R_DGDGW6DS1829Z12Z1627Z10Z2_protein_M_fdxrd_h,G_R_DGDGW6DS1829Z12Z1627Z10Z2_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1829Z12Z1634Z7Z10Z,G_R_DGDGW6DS1829Z12Z1634Z7Z10Z_protein_M_fdxox_h,G_R_DGDGW6DS1829Z12Z1634Z7Z10Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1829Z12Z1634Z7Z10Z,G_R_DGDGW6DS1829Z12Z1634Z7Z10Z_protein_M_fdxrd_h,G_R_DGDGW6DS1829Z12Z1634Z7Z10Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGDGW6DS1829Z12Z1637Z10Z13Z,G_R_DGDGW6DS1829Z12Z1637Z10Z13Z_protein_M_fdxox_h,G_R_DGDGW6DS1829Z12Z1637Z10Z13Z_protein_M_fdxox_h,h,703.248,substrate,1
R_DGDGW6DS1829Z12Z1637Z10Z13Z,G_R_DGDGW6DS1829Z12Z1637Z10Z13Z_protein_M_fdxrd_h,G_R_DGDGW6DS1829Z12Z1637Z10Z13Z_protein_M_fdxrd_h,h,705.26388,product,1
R_DGOTO,G_R_DGOTO_protein_M_trdox_c,G_R_DGOTO_protein_M_trdox_c,c,189.25732,product,1
R_DGOTO,G_R_DGOTO_protein_M_trdrd_c,G_R_DGOTO_protein_M_trdrd_c,c,191.2732,substrate,1
R_DGTTO,G_R_DGTTO_protein_M_trdox_c,G_R_DGTTO_protein_M_trdox_c,c,189.25732,product,1
R_DGTTO,G_R_DGTTO_protein_M_trdrd_c,G_R_DGTTO_protein_M_trdrd_c,c,191.2732,substrate,1
R_DHLDH,G_R_DHLDH_generic_M_dhlpro_m,G_R_DHLDH_generic_M_dhlpro_m,m,206.35078,substrate,1
R_DHLDH,G_R_DHLDH_protein_M_lpro_m,G_R_DHLDH_protein_M_lpro_m,m,204.3349,product,1
R_DMT,G_R_DMT_generic_M_dna5mtc_n,G_R_DMT_generic_M_dna5mtc_n,n,321.223821,product,1
R_DMT,G_R_DMT_generic_M_dnac_n,G_R_DMT_generic_M_dnac_n,n,307.197241,substrate,1
R_DM_apotfen_LPAREN_h_RPAREN_,G_R_DM_apotfen_LPAREN_h_RPAREN__M_apotfen_h,G_R_DM_apotfen_LPAREN_h_RPAREN__M_apotfen_h,h,57.85588,product,1
R_DM_apotfen_LPAREN_h_RPAREN_,G_R_DM_apotfen_LPAREN_h_RPAREN__protein_M_apotfen_h,G_R_DM_apotfen_LPAREN_h_RPAREN__protein_M_apotfen_h,h,57.85588,substrate,1
R_DM_asnglcnacglcnacman_LPAREN_man_RPAREN_man_LPAREN_c_RPAREN_,G_R_DM_asnglcnacglcnacman_LPAREN_man_RPAREN_man_LPAREN_c_RPAREN__M_asnglcnacglcnacman_LPAREN_man_RPAREN_man_c,G_R_DM_asnglcnacglcnacman_LPAREN_man_RPAREN_man_LPAREN_c_RPAREN__M_asnglcnacglcnacman_LPAREN_man_RPAREN_man_c,c,1049.93442,product,1
R_DM_asnglcnacglcnacman_LPAREN_man_RPAREN_man_LPAREN_c_RPAREN_,G_R_DM_asnglcnacglcnacman_LPAREN_man_RPAREN_man_LPAREN_c_RPAREN__protein_M_asnglcnacglcnacman_LPAREN_man_RPAREN_man_c,G_R_DM_asnglcnacglcnacman_LPAREN_man_RPAREN_man_LPAREN_c_RPAREN__protein_M_asnglcnacglcnacman_LPAREN_man_RPAREN_man_c,c,1049.93442,substrate,1
R_DM_bhb_LPAREN_m_RPAREN_,G_R_DM_bhb_LPAREN_m_RPAREN__M_bhb_m,G_R_DM_bhb_LPAREN_m_RPAREN__M_bhb_m,m,103.09658,product,1
R_DM_bhb_LPAREN_x_RPAREN_,G_R_DM_bhb_LPAREN_x_RPAREN__M_bhb_x,G_R_DM_bhb_LPAREN_x_RPAREN__M_bhb_x,x,103.09658,product,1
R_DM_cat_LPAREN_c_RPAREN_,G_R_DM_cat_LPAREN_c_RPAREN__M_cat_c,G_R_DM_cat_LPAREN_c_RPAREN__M_cat_c,c,416.63646,product,1
R_DM_ficytb5_LPAREN_c_RPAREN_,G_R_DM_ficytb5_LPAREN_c_RPAREN__M_ficytb5_c,G_R_DM_ficytb5_LPAREN_c_RPAREN__M_ficytb5_c,c,0,product,1
R_DM_ficytb5_LPAREN_c_RPAREN_,G_R_DM_ficytb5_LPAREN_c_RPAREN__protein_M_ficytb5_c,G_R_DM_ficytb5_LPAREN_c_RPAREN__protein_M_ficytb5_c,c,0,substrate,1
R_DM_glu5sa_LPAREN_m_RPAREN_,G_R_DM_glu5sa_LPAREN_m_RPAREN__M_glu5sa_m,G_R_DM_glu5sa_LPAREN_m_RPAREN__M_glu5sa_m,m,131.1299,product,1
R_DM_hcarn_LPAREN_c_RPAREN_,G_R_DM_hcarn_LPAREN_c_RPAREN__M_hcarn_c,G_R_DM_hcarn_LPAREN_c_RPAREN__M_hcarn_c,c,240.2592,product,1
R_DM_icit_LPAREN_h_RPAREN_,G_R_DM_icit_LPAREN_h_RPAREN__M_icit_h,G_R_DM_icit_LPAREN_h_RPAREN__M_icit_h,h,189.0997,product,1
R_DM_leutrna_LPAREN_c_RPAREN_,G_R_DM_leutrna_LPAREN_c_RPAREN__M_leutrna_c,G_R_DM_leutrna_LPAREN_c_RPAREN__M_leutrna_c,c,576.494321,product,1
R_DM_leutrna_LPAREN_c_RPAREN_,G_R_DM_leutrna_LPAREN_c_RPAREN__trna_M_leutrna_c,G_R_DM_leutrna_LPAREN_c_RPAREN__trna_M_leutrna_c,c,576.494321,substrate,1
R_DM_na1_LPAREN_c_RPAREN_,G_R_DM_na1_LPAREN_c_RPAREN__M_na1_c,G_R_DM_na1_LPAREN_c_RPAREN__M_na1_c,c,22.98977,product,1
R_DM_na1_LPAREN_h_RPAREN_,G_R_DM_na1_LPAREN_h_RPAREN__M_na1_h,G_R_DM_na1_LPAREN_h_RPAREN__M_na1_h,h,22.98977,product,1
R_DM_na1_LPAREN_m_RPAREN_,G_R_DM_na1_LPAREN_m_RPAREN__M_na1_m,G_R_DM_na1_LPAREN_m_RPAREN__M_na1_m,m,22.98977,product,1
R_DM_na1_LPAREN_x_RPAREN_,G_R_DM_na1_LPAREN_x_RPAREN__M_na1_x,G_R_DM_na1_LPAREN_x_RPAREN__M_na1_x,x,22.98977,product,1
R_DM_no_LPAREN_h_RPAREN_,G_R_DM_no_LPAREN_h_RPAREN__M_no_h,G_R_DM_no_LPAREN_h_RPAREN__M_no_h,h,30.00614,product,1
R_DM_o2D_LPAREN_u_RPAREN_,G_R_DM_o2D_LPAREN_u_RPAREN__M_o2D_u,G_R_DM_o2D_LPAREN_u_RPAREN__M_o2D_u,u,31.9988,product,1
R_DM_photon298_LPAREN_c_RPAREN_,G_R_DM_photon298_LPAREN_c_RPAREN__M_photon298_c,G_R_DM_photon298_LPAREN_c_RPAREN__M_photon298_c,c,0,product,1
R_DM_photon437_LPAREN_u_RPAREN_,G_R_DM_photon437_LPAREN_u_RPAREN__M_photon437_u,G_R_DM_photon437_LPAREN_u_RPAREN__M_photon437_u,u,0,product,1
R_DM_photon438_LPAREN_u_RPAREN_,G_R_DM_photon438_LPAREN_u_RPAREN__cofactor_M_photon438_u,G_R_DM_photon438_LPAREN_u_RPAREN__cofactor_M_photon438_u,u,0,substrate,1
R_DM_photon438_LPAREN_u_RPAREN_,G_R_DM_photon438_LPAREN_u_RPAREN__M_photon438_u,G_R_DM_photon438_LPAREN_u_RPAREN__M_photon438_u,u,0,product,1
R_DM_photon450_LPAREN_h_RPAREN_,G_R_DM_photon450_LPAREN_h_RPAREN__M_photon450_h,G_R_DM_photon450_LPAREN_h_RPAREN__M_photon450_h,h,0,product,1
R_DM_photon490_LPAREN_s_RPAREN_,G_R_DM_photon490_LPAREN_s_RPAREN__M_photon490_s,G_R_DM_photon490_LPAREN_s_RPAREN__M_photon490_s,s,0,product,1
R_DM_photon646_LPAREN_h_RPAREN_,G_R_DM_photon646_LPAREN_h_RPAREN__M_photon646_h,G_R_DM_photon646_LPAREN_h_RPAREN__M_photon646_h,h,0,product,1
R_DM_photon673_LPAREN_u_RPAREN_,G_R_DM_photon673_LPAREN_u_RPAREN__cofactor_M_photon673_u,G_R_DM_photon673_LPAREN_u_RPAREN__cofactor_M_photon673_u,u,0,substrate,1
R_DM_photon673_LPAREN_u_RPAREN_,G_R_DM_photon673_LPAREN_u_RPAREN__M_photon673_u,G_R_DM_photon673_LPAREN_u_RPAREN__M_photon673_u,u,0,product,1
R_DM_photon680_LPAREN_u_RPAREN_,G_R_DM_photon680_LPAREN_u_RPAREN__M_photon680_u,G_R_DM_photon680_LPAREN_u_RPAREN__M_photon680_u,u,0,product,1
R_DM_udg_LPAREN_m_RPAREN_,G_R_DM_udg_LPAREN_m_RPAREN__M_udg_m,G_R_DM_udg_LPAREN_m_RPAREN__M_udg_m,m,132.09816,product,1
R_DM_urdglyc_LPAREN_m_RPAREN_,G_R_DM_urdglyc_LPAREN_m_RPAREN__M_urdglyc_m,G_R_DM_urdglyc_LPAREN_m_RPAREN__M_urdglyc_m,m,133.08288,product,1
R_DOLASNT,G_R_DOLASNT_protein_M_asnglcnacglcnacman_LPAREN_man_LPAREN_manman_RPAREN_manman_RPAREN_manmanmanglcglcglc_c,G_R_DOLASNT_protein_M_asnglcnacglcnacman_LPAREN_man_LPAREN_manman_RPAREN_manman_RPAREN_manmanmanglcglcglc_c,c,2509.19982,product,1
R_DOLASNT,G_R_DOLASNT_protein_M_Asn_X_Ser_FSLASH_Thr_c,G_R_DOLASNT_protein_M_Asn_X_Ser_FSLASH_Thr_c,c,157.1275,substrate,1
R_DUDT,G_R_DUDT_protein_M_trdox_c,G_R_DUDT_protein_M_trdox_c,c,189.25732,product,1
R_DUDT,G_R_DUDT_protein_M_trdrd_c,G_R_DUDT_protein_M_trdrd_c,c,191.2732,substrate,1
R_DUTT,G_R_DUTT_protein_M_trdox_c,G_R_DUTT_protein_M_trdox_c,c,189.25732,product,1
R_DUTT,G_R_DUTT_protein_M_trdrd_c,G_R_DUTT_protein_M_trdrd_c,c,191.2732,substrate,1
R_D_LACDHm,G_R_D_LACDHm_protein_M_focytc_m,G_R_D_LACDHm_protein_M_focytc_m,m,908.81988,product,2
R_EAR100x,G_R_EAR100x_protein_M_dcaACP_h,G_R_EAR100x_protein_M_dcaACP_h,h,187.32326,product,1
R_EAR100x,G_R_EAR100x_protein_M_tdec2eACP_h,G_R_EAR100x_protein_M_tdec2eACP_h,h,185.30738,substrate,1
R_EAR100y,G_R_EAR100y_protein_M_dcaACP_h,G_R_EAR100y_protein_M_dcaACP_h,h,187.32326,product,1
R_EAR100y,G_R_EAR100y_protein_M_tdec2eACP_h,G_R_EAR100y_protein_M_tdec2eACP_h,h,185.30738,substrate,1
R_EAR120x,G_R_EAR120x_protein_M_ddcaACP_h,G_R_EAR120x_protein_M_ddcaACP_h,h,215.37642,product,1
R_EAR120x,G_R_EAR120x_protein_M_tddec2eACP_h,G_R_EAR120x_protein_M_tddec2eACP_h,h,213.36054,substrate,1
R_EAR120y,G_R_EAR120y_protein_M_ddcaACP_h,G_R_EAR120y_protein_M_ddcaACP_h,h,215.37642,product,1
R_EAR120y,G_R_EAR120y_protein_M_tddec2eACP_h,G_R_EAR120y_protein_M_tddec2eACP_h,h,213.36054,substrate,1
R_EAR140x,G_R_EAR140x_protein_M_myrsACP_h,G_R_EAR140x_protein_M_myrsACP_h,h,243.42958,product,1
R_EAR140x,G_R_EAR140x_protein_M_tmrs2eACP_h,G_R_EAR140x_protein_M_tmrs2eACP_h,h,241.4137,substrate,1
R_EAR140y,G_R_EAR140y_protein_M_myrsACP_h,G_R_EAR140y_protein_M_myrsACP_h,h,243.42958,product,1
R_EAR140y,G_R_EAR140y_protein_M_tmrs2eACP_h,G_R_EAR140y_protein_M_tmrs2eACP_h,h,241.4137,substrate,1
R_EAR160x,G_R_EAR160x_protein_M_palmACP_h,G_R_EAR160x_protein_M_palmACP_h,h,271.48274,product,1
R_EAR160x,G_R_EAR160x_protein_M_tpalm2eACP_h,G_R_EAR160x_protein_M_tpalm2eACP_h,h,269.46686,substrate,1
R_EAR160y,G_R_EAR160y_protein_M_palmACP_h,G_R_EAR160y_protein_M_palmACP_h,h,271.48274,product,1
R_EAR160y,G_R_EAR160y_protein_M_tpalm2eACP_h,G_R_EAR160y_protein_M_tpalm2eACP_h,h,269.46686,substrate,1
R_EAR180x,G_R_EAR180x_generic_M_ocdcaACP_h,G_R_EAR180x_generic_M_ocdcaACP_h,h,299.5359,product,1
R_EAR180x,G_R_EAR180x_protein_M_toctd2eACP_h,G_R_EAR180x_protein_M_toctd2eACP_h,h,297.52002,substrate,1
R_EAR181x,G_R_EAR181x_protein_M_octeACP_h,G_R_EAR181x_protein_M_octeACP_h,h,297.52002,product,1
R_EAR181x,G_R_EAR181x_protein_M_t3c11vaceACP_h,G_R_EAR181x_protein_M_t3c11vaceACP_h,h,295.50414,substrate,1
R_EAR181y,G_R_EAR181y_protein_M_octeACP_h,G_R_EAR181y_protein_M_octeACP_h,h,297.52002,product,1
R_EAR181y,G_R_EAR181y_protein_M_t3c11vaceACP_h,G_R_EAR181y_protein_M_t3c11vaceACP_h,h,295.50414,substrate,1
R_EAR40x,G_R_EAR40x_protein_M_but2eACP_h,G_R_EAR40x_protein_M_but2eACP_h,h,101.1479,substrate,1
R_EAR40x,G_R_EAR40x_protein_M_butACP_h,G_R_EAR40x_protein_M_butACP_h,h,103.16378,product,1
R_EAR40y,G_R_EAR40y_protein_M_but2eACP_h,G_R_EAR40y_protein_M_but2eACP_h,h,101.1479,substrate,1
R_EAR40y,G_R_EAR40y_protein_M_butACP_h,G_R_EAR40y_protein_M_butACP_h,h,103.16378,product,1
R_EAR60x,G_R_EAR60x_protein_M_hexACP_h,G_R_EAR60x_protein_M_hexACP_h,h,131.21694,product,1
R_EAR60x,G_R_EAR60x_protein_M_thex2eACP_h,G_R_EAR60x_protein_M_thex2eACP_h,h,129.20106,substrate,1
R_EAR60y,G_R_EAR60y_protein_M_hexACP_h,G_R_EAR60y_protein_M_hexACP_h,h,131.21694,product,1
R_EAR60y,G_R_EAR60y_protein_M_thex2eACP_h,G_R_EAR60y_protein_M_thex2eACP_h,h,129.20106,substrate,1
R_EAR80x,G_R_EAR80x_generic_M_ocACP_h,G_R_EAR80x_generic_M_ocACP_h,h,159.2701,product,1
R_EAR80x,G_R_EAR80x_protein_M_toct2eACP_h,G_R_EAR80x_protein_M_toct2eACP_h,h,157.25422,substrate,1
R_EAR80y,G_R_EAR80y_generic_M_ocACP_h,G_R_EAR80y_generic_M_ocACP_h,h,159.2701,product,1
R_EAR80y,G_R_EAR80y_protein_M_toct2eACP_h,G_R_EAR80y_protein_M_toct2eACP_h,h,157.25422,substrate,1
R_ETFQO,G_R_ETFQO_generic_M_etfox_m,G_R_ETFQO_generic_M_etfox_m,m,0,product,1
R_ETFQO,G_R_ETFQO_protein_M_etfrd_m,G_R_ETFQO_protein_M_etfrd_m,m,2.01588,substrate,1
R_ETF,G_R_ETF_generic_M_etfox_m,G_R_ETF_generic_M_etfox_m,m,0,substrate,1
R_ETF,G_R_ETF_protein_M_etfrd_m,G_R_ETF_protein_M_etfrd_m,m,2.01588,product,1
R_EX_5flura_LPAREN_e_RPAREN_,G_R_EX_5flura_LPAREN_e_RPAREN__M_5flura_e,G_R_EX_5flura_LPAREN_e_RPAREN__M_5flura_e,e,130.0773032,product,1
R_EX_6mpur_LPAREN_e_RPAREN_,G_R_EX_6mpur_LPAREN_e_RPAREN__M_6mpur_e,G_R_EX_6mpur_LPAREN_e_RPAREN__M_6mpur_e,e,152.17822,product,1
R_EX_ac_LPAREN_e_RPAREN_,G_R_EX_ac_LPAREN_e_RPAREN__M_ac_e,G_R_EX_ac_LPAREN_e_RPAREN__M_ac_e,e,59.04402,product,1
R_EX_ade_LPAREN_e_RPAREN_,G_R_EX_ade_LPAREN_e_RPAREN__M_ade_e,G_R_EX_ade_LPAREN_e_RPAREN__M_ade_e,e,135.1269,product,1
R_EX_ad_LPAREN_e_RPAREN_,G_R_EX_ad_LPAREN_e_RPAREN__M_ad_e,G_R_EX_ad_LPAREN_e_RPAREN__M_ad_e,e,60.07518,product,1
R_EX_alltn_LPAREN_e_RPAREN_,G_R_EX_alltn_LPAREN_e_RPAREN__M_alltn_e,G_R_EX_alltn_LPAREN_e_RPAREN__M_alltn_e,e,157.10766,product,1
